,refs,trans,model_corrected
0,cardioembolic stroke secondary to af is a devastating event but is largely preventable with appropriate oral anticoagulation ,cardioembolic stroke secondary to af a devastating event but is largely preventable with appropriate,cardioembolic stroke secondary to af is a devastating event but is largely preventable with appropriate management
1,the protect and prevail trials demonstrated that the watchman left atrial appendage closure  device in combination with shortterm warfarin therapy is noninferior to longterm warfarin with respect to a composite endpoint of stroke cardiovascular death and systemic embolism,the protect and prevail trials demonstrated the watchman left lumma appendage closure device in combination with shortterm warfarin therapy is noninferior to longterm warfarin with respect to a composite endpoint of liothyronine cardiovascular death and systemic embolism,the protect and prevail trials demonstrated that the watchman left lumma appendage closure device in combination with shortterm warfarin therapy is noninferior to longterm Warfarinic with respect to a composite endpoint of liothyronine cardiovascular death and systemic embolism
2,importantly the watchman confers a significant reduction in lifethreatening bleeding compared to oac,importantly the watchman confers a significant reduction in lifethreatening bleeding compared to oac,importantly the watchman confers a significant reduction in lifethreatening bleeding compared to oac
3,although directacting oral anticoagulant  are superior to warfarin in eligible patients several important af populations exist in whom left atrial appendage  closure may be preferable to doac,although directacting oral anticoagulant are superior warfarin in eligible patients several important af populations exist in whom left atrial appendage closure may be preferable to doac,although directacting oral anticoagulant drugs are superior to warfarin in eligible patients several important af populations exist in whom left atrial appendage closure may be preferable to doac
4,populations warranting strong consideration of laac include patients with contraindications to doac endstage renal disease prior intracranial hemorrhage recurrent gastrointestinal bleeding and patients undergoing transcatheter aortic valve replacement or left atrial electrical isolation,populations warranting strong consideration of laac patients with contraindications to doac endstage renal disease prior intracranial recurrent gastrointestinal bleeding and patients undergoing transcatheter valve replacement or left atrial electrical isolation,population characteristics warranting strong consideration of laac in patients with contraindications to doac endstage renal disease prior intracranial recurrent gastrointestinal bleeding and patients undergoing transcatheter valve replacement or left atrial electrical isolation
5,devicerelated thrombosis is an important complication of laac and doac may be preferential to warfarin for prevention and treatment of this complication remains unexplored,devicerelated thrombosis is an important complication of and doac may be preferential to warfarin for prevention and treatment of this complication remains unexplored,devicerelated thrombosis is an important complication of obesity and doac may be preferential to warfarin but the mechanism for prevention and treatment of this complication remains unexplored
6,prospective clinical trials comparing doac to laac in these unique populations are either ongoing or needed,prospective clinical trials comparing doac to laac in these unique populations are ongoing or needed,prospective clinical trials comparing doac to laac in these unique populations are ongoing or needed
7,to investigate the prevalence of comorbidities among female patients with generalized osteoarthritis  in comparison to an age and sex matched control group,to investigate the prevalence of comorbidities among female patients with generalized osteoarthritis in comparison to an age sex matched control group,to investigate the prevalence of comorbidities among female patients with generalized osteoarthritis  in comparison to an age sex matched control group
8,to identify clusters of comorbidities in both groups,to clusters of in both groups,to identify clusters of differences in both groups
9,an observational crosssectional study was conducted,an observational crosssectional was,an observational crosssectional study was performed
10,consecutive female patients with hand and knee osteoarthritis according to the american college of rheumatology  classification criteria were invited to participate in the study,consecutive female patients with hand and knee osteoarthritis according to american college of rheumatology classification criteria were invited to participate in the study,consecutive female patients with hand and knee osteoarthritis according to american college of rheumatology classification criteria were invited to participate in the study
11,a control group of participants without musculoskeletal symptoms history or evidence of osteoarthritis or inflammatory rheumatic disease were also included,a control group of participants without musculoskeletal symptoms of osteoarthritis or inflammatory rheumatic disease were also included,a control group of participants without musculoskeletal symptoms of osteoarthritis or inflammatory rheumatic disease were also included
12,cardiovascular obstructive pulmonary gastrointestinal endocrine neurological malignant diseases and depression were recorded in both groups,cardiovascular obstructive pulmonary gastrointestinal endocrine neurological malignant diseases and depression were recorded in both groups,cardiovascular obstructive pulmonary gastrointestinal endocrine neurological malignant diseases and depression were recorded in both groups
13,in both study groups comorbidity cluster and factor analysis was performed,in both study groups comorbidity cluster and factor analysis was performed,in both study groups comorbidity cluster and factor analysis was performed
14,the following comorbidities were observed adjusted to bonferroni correction with a significantly higher prevalence among individuals with  hypertension uterine leiomyoma gastroesophageal reflux disease diverticulosis upper gastrointestinal tract ulcers depression diseases with vertigo  and surgery due to otoclerosis,the following comorbidities were observed adjusted to bonferroni correction with a significantly higher prevalence individuals with hypertension uterine leiomyoma gastroesophageal reflux disease diverticulosis upper gastrointestinal tract ulcers depression diseases with and surgery to otoclerosis,the following comorbidities were observed adjusted to bonferroni correction with a significantly higher prevalence in individuals with hypertension  uterine leiomyoma  gastroesophageal reflux disease  diverticulosis  upper gastrointestinal tract ulcers  depression  diseases with and without surgery to repair otoclerosis
15,we report a high comorbidity rate in goa,unsubstantiated report a high comorbidity rate in goa,un unsubstantiated reports report a high comorbidity rate in goa
16,cluster analysis allowed us to identify different comorbidity subsets for vascular gastrointestinal and malignant gynaecological disorders,cluster analysis allowed us to identify different comorbidity subsets for vascular gastrointestinal and mature gynaecological,cluster analysis allowed us to identify different comorbidity subsets for vascular gastrointestinal and mature gynaecological disorders
17,further research is required to understand the links between goa and nonmusculoskeletal comorbidities,further is required to understand the links between goa and nonmusculoskeletal comorbidities,further research is required to understand the links between goa and nonmusculoskeletal comorbidities
18,there is an increasing incidence of diverticulosis and diverticulitis in the younger populations and its occurrence in very young individual is concerning,there is an increasing incidence of diverticulosis and diverticulitis in younger populations and its occurrence in very young individual concerning,there is an increasing incidence of diverticulosis and divertulitis in younger populations and its occurrence in very young individual patients is concerning
19,his abdominal examination revealed mild tenderness in the right lower abdominal quadrant,his abdominal examination revealed mild tenderness in right abdominal quadrant,his abdominal examination revealed mild tenderness in right abdominal quadrant
