,Unnamed: 0,refs,trans,model_corrected
0,74724,cardioembolic stroke secondary to af is a devastating event but is largely preventable with appropriate oral anticoagulation ,cardioembolic stroke af is a devastating but largely preventable appropriate anticoagulation,cardioembolic stroke af is a devastating but largely preventable complication requiring appropriate anticoagulation
1,74725,the protect and prevail trials demonstrated that the watchman left atrial appendage closure  device in combination with shortterm warfarin therapy is noninferior to longterm warfarin with respect to a composite endpoint of stroke cardiovascular death and systemic embolism,the protect demonstrated that the watchman left atrial device in with shortterm is to warfarin to composite endpoint cardiovascular death and systemic embolism,the watchman left atrial device in patients with shortterm hypertension is superior to warfarin to composite endpoint cardiovascular death and systemic embolism
2,74726,importantly the watchman confers a significant reduction in lifethreatening bleeding compared to oac,importantly confers a reduction in lifethreatening oac,importantly this confers a reduction in lifethreatening oac
3,74727,although directacting oral anticoagulant  are superior to warfarin in eligible patients several important af populations exist in whom left atrial appendage  closure may be preferable to doac,although directacting oral anticoagulant are superior to warfarin eligible patients several important af populations exist in whom left appendage be,although directacting oral anticoagulant drugs are superior to warfarin in eligible patients several important af populations exist in whom left appendage can be treated
4,74728,populations warranting strong consideration of laac include patients with contraindications to doac endstage renal disease prior intracranial hemorrhage recurrent gastrointestinal bleeding and patients undergoing transcatheter aortic valve replacement or left atrial electrical isolation,populations warranting consideration of include patients with contraindications to doac endstage renal disease prior intracranial hemorrhage recurrent bleeding and patients undergoing transcatheter aortic replacement or left electrical,patients warranting consideration of doac include patients with contraindications prior to doingac endstage renal disease prior intracranial hemorrhage recurrent bleeding and patients undergoing transcatheter aortic replacement or left ventricular electrical stimulation
5,74729,devicerelated thrombosis is an important complication of laac and doac may be preferential to warfarin for prevention and treatment of this complication remains unexplored,devicerelated thrombosis is important complication of and may be preferential for prevention treatment of this remains,devicerelated thrombosis is an important complication of bariatric surgery and may be preferential for prevention but treatment of this complication remains controversial
6,74730,prospective clinical trials comparing doac to laac in these unique populations are either ongoing or needed,clinical trials laac these unique are either ongoing or needed,clinical trials of laac are either ongoing or needed
7,74731,to investigate the prevalence of comorbidities among female patients with generalized osteoarthritis  in comparison to an age and sex matched control group,to investigate the of comorbidities among patients with generalized osteoarthritis in comparison to an age and matched control group,to investigate the prevalence of comorbidities among patients with generalized osteoarthritis  in comparison to an age and matched control group
8,74732,to identify clusters of comorbidities in both groups,to both groups,to both groups
9,74733,an observational crosssectional study was conducted,an observational crosssectional study was conducted,an observational crosssectional study was conducted
10,74734,consecutive female patients with hand and knee osteoarthritis according to the american college of rheumatology  classification criteria were invited to participate in the study,consecutive patients with hand and osteoarthritis american college of rheumatology criteria were invited to participate in the study,consecutive patients with hand and hip osteoarthritis according to american college of rheumatology criteria were invited to participate in the study
11,74735,a control group of participants without musculoskeletal symptoms history or evidence of osteoarthritis or inflammatory rheumatic disease were also included,a control group of participants musculoskeletal symptoms of osteoarthritis disease were also included,a control group of participants with musculoskeletal symptoms of osteoarthritis disease were also included
12,74736,cardiovascular obstructive pulmonary gastrointestinal endocrine neurological malignant diseases and depression were recorded in both groups,cardiovascular gastrointestinal endocrine malignant diseases and both groups,cardiovascular gastrointestinal endocrine malignant diseases and cancer were similar in both groups
13,74737,in both study groups comorbidity cluster and factor analysis was performed,in both study groups comorbidity cluster was,in both study groups the comorbidity cluster was similar
14,74738,the following comorbidities were observed adjusted to bonferroni correction with a significantly higher prevalence among individuals with  hypertension uterine leiomyoma gastroesophageal reflux disease diverticulosis upper gastrointestinal tract ulcers depression diseases with vertigo  and surgery due to otoclerosis,following comorbidities correction with a significantly prevalence among individuals with hypertension uterine gastroesophageal reflux disease diverticulosis upper gastrointestinal tract ulcers diseases vertigo and surgery otoclerosis,correction with a significantly higher prevalence among individuals with hypertension uterine gastroesophageal reflux disease diverticulosis upper gastrointestinal tract ulcers diseases vertigo and surgery otoclerosis
15,74739,we report a high comorbidity rate in goa,report a in goa,we report a case in goa
16,74740,cluster analysis allowed us to identify different comorbidity subsets for vascular gastrointestinal and malignant gynaecological disorders,cluster analysis allowed us to identify comorbidity for and malignant gynaecological,cluster analysis allowed us to identify comorbidity for both benign and malignant gynaecological lesions
17,74741,further research is required to understand the links between goa and nonmusculoskeletal comorbidities,further is required to understand the links goa nonmusculoskeletal,further research is required to understand the links between goa and nonmusculoskeletal diseases
18,74742,there is an increasing incidence of diverticulosis and diverticulitis in the younger populations and its occurrence in very young individual is concerning,there is an incidence of diverticulosis diverticulitis in the and its occurrence in very young individual is concerning,there is an increasing incidence of diverticulosis and divertulitis in the literature and its occurrence in a very young individual is concerning
19,74743,his abdominal examination revealed mild tenderness in the right lower abdominal quadrant,examination mild in right lower abdominal,examination revealed mild bleeding in right lower abdominal wall
20,74744,computed tomography  scan of abdomen with intravenous contrast revealed scattered diverticula throughout the colon with focal thickening pericolonic infiltrative changes suggestive of acute diverticulitis in the distal ascending colon,computed tomography scan of abdomen with scattered throughout with thickening pericolonic infiltrative changes suggestive acute diverticulitis the distal ascending colon,computed tomography scan of abdomen revealed thickening with pericolonic infiltrative changes suggestive of acute diverticulitis of the distal ascending colon
21,74745,he was treated with intravenous hydration and antibiotics and discharged when his clinical status improved,treated with intravenous and antibiotics when his clinical improved,his clinical symptoms improved
22,74746,this case illustrates the importance of considering acute diverticulitis in the differential diagnosis of right lower quadrant pain when evaluating a young patient,this illustrates the importance of diverticulitis in the differential diagnosis lower quadrant when evaluating a young patient,this case illustrates the importance of diverticulitis in the differential diagnosis of the lower quadrant when evaluating a young patient
23,74747,intestinal tuberculosis is an infectious disease of the extrapulmonary manifestation with the mycobacteria tuberculosis complex,tuberculosis is an disease of the extrapulmonary manifestation with the mycobacteria tuberculosis complex,tuberculosis is an uncommon disease of the extrapulmonary manifestation with the mycobacteria tuberculosis complex
24,74748,in developed countries this disease is rarely seen,in countries this,in other countries this is not true
25,74749,the clinical features are heterogeneous and unspecific,the clinical features and unspecific,the clinical features were nonspecific and unspecific
26,74750,furthermore intestinal tuberculosis poses diagnostic challenges,furthermore intestinal tuberculosis diagnostic challenges,furthermore intestinal tuberculosis diagnostic challenges
27,74751,regarding intestinal tuberculosis the ziehlneelsen staining for acidfast bacillus pcr examination and culture methods show only poor sensitivity and specificity,regarding intestinal the ziehlneelsen staining for acidfast examination culture show only poor sensitivity specificity,regarding intestinal mucosa the ziehlneelsen staining for acidfast examination culture show only poor sensitivity and specificity
28,74752,in this case series we present three patients suffering from intestinal tuberculosis who were diagnosed and treated successfully,this case series we present three patients from intestinal were diagnosed and successfully,in this case series we present three patients from the intestinal tract who were diagnosed and successfully treated
29,74753,furthermore we review the literature about the pitfalls of the diagnostic approaches and the treatment options of intestinal tuberculosis,furthermore we review the literature pitfalls of the diagnostic and the treatment options intestinal tuberculosis,furthermore we review the literature pitfalls of the diagnostic approach and the treatment options for intestinal tuberculosis
30,74754,the prevalence of obesity continues to rise and along with it comes a multitude of healthrelated consequences,the of to rise and it comes multitude,the number of complications continues to rise and it comes in a multitude of forms
31,74755,the healthcare community has consistently struggled with providing treatment options to obese patients in part due to the reluctance of patients in pursuing the more effective  surgical approaches such as sleeve gastrectomy and roueny gastric bypass,the healthcare community has consistently options to obese patients in due to the reluctance of patients in pursuing the approaches as sleeve gastrectomy roueny gastric bypass,the healthcare community has consistently limited options to obese patients in recent years due to the reluctance of patients to consider pursuing the alternative approaches such as sleeve gastrectomy or roueny gastric bypass
32,74756,on the other hand the less invasive approach such as lifestylebehavioral interventions and pharmacotherapy  have very limited efficacy especially in the morbidly obese patients,on the other hand the less invasive approach lifestylebehavioral interventions pharmacotherapy have very in morbidly obese,on the other hand the less invasive approach lifestylebehavioral interventions and pharmacotherapy have very limited efficacy in morbidly obese patients
33,74757,despite our best efforts the epidemic of obesity continues to rise and pose enormous costs on our healthcare system and society,despite our best efforts obesity continues to rise and costs on our healthcare and society,despite our best efforts obesity continues to rise and its costs have profound impact on our healthcare and society
34,74758,bariatric endoscopy is an evolving field generated to combat this epidemic through minimally invasive techniques,bariatric endoscopy is an evolving field generated combat this epidemic through invasive,bariatric endoscopy is an evolving field generated to combat this epidemic through minimally invasive techniques
35,74759,these procedures can be performed in an ambulatory setting are potentially reversible repeatable and pose less complications than their invasive surgical counterparts,these procedures can be in an setting are potentially reversible repeatable and less their surgical,these procedures can be performed in an outpatient setting are potentially reversible repeatable and less invasive than their surgical counterparts
