,Unnamed: 0,refs,trans,model_corrected
0,74724,cardioembolic stroke secondary to af is a devastating event but is largely preventable with appropriate oral anticoagulation ,cardioembolic stroke secondary to af is a devastating event but event with appropriate oral anticoagulation,cardioembolic stroke secondary to af is a devastating event but is managed with appropriate oral anticoagulation
1,74725,the protect and prevail trials demonstrated that the watchman left atrial appendage closure  device in combination with shortterm warfarin therapy is noninferior to longterm warfarin with respect to a composite endpoint of stroke cardiovascular death and systemic embolism,the protect and prevail trials prove that the watchman left atrial appendage closure device is in combination to with combination shortterm warfarin therapy therapy in is in noninferior to longterm respect to a composite stroke death systemic embolism,the watchman left atrial appendage closure device is in combination with shortterm warfarin therapy in noninferior to longterm treatment with respect to a composite risk of stroke death and systemic embolism
2,74726,importantly the watchman confers a significant reduction in lifethreatening bleeding compared to oac,importantly the watchman confer a significant reduction reduction a in lifethreatening compared to oac,importantly the watch confer a significant reduction in lifethreatening complications compared to oac
3,74727,although directacting oral anticoagulant  are superior to warfarin in eligible patients several important af populations exist in whom left atrial appendage  closure may be preferable to doac,although directacting oral anticoagulant are superior to warfarin in eligible several patients several important af populations exist exist populations in eligible whom atrial appendage closure be to,although directacting oral anticoagulants are superior to warfarin in eligible patients several important af populations exist in whom atrial appendage closure may be difficult to achieve
4,74728,populations warranting strong consideration of laac include patients with contraindications to doac endstage renal disease prior intracranial hemorrhage recurrent gastrointestinal bleeding and patients undergoing transcatheter aortic valve replacement or left atrial electrical isolation,populations warranting strong consideration of laac include affected_role with contraindication to doac endstage renal disease prior intracranial hemorrhage disease recurrent gastrointestinal gastrointestinal bleeding doac and renal patients transcatheter replacement or left electrical,populations warranting strong consideration of laac include patients with contraindications to doac endstage renal disease prior intracranial hemorrhage recurrent gastrointestinal bleeding doacs and patients requiring transcatheter replacement or left electrical stimulation
5,74729,devicerelated thrombosis is an important complication of laac and doac may be preferential to warfarin for prevention and treatment of this complication remains unexplored,devicerelated thrombosis is Associate_in_Nursing important complication of laac and to doac be may doac be warfarin preferential to warfarin warfarin for for and treatment of this unexplored,devicerelated thrombosis is an important complication of laac and doac may be preferential to warfarin for diagnosis and treatment of this unexplored complication
6,74730,prospective clinical trials comparing doac to laac in these unique populations are either ongoing or needed,prospective clinical trials comparing doac to laac these in these unique unique are ongoing needed,prospective clinical trials comparing doac to laac in these unique populations are ongoing and needed
7,74731,to investigate the prevalence of comorbidities among female patients with generalized osteoarthritis  in comparison to an age and sex matched control group,to investigate the prevalence of comorbidities among female comparison patients with generalized osteoarthritis osteoarthritis in with comparison comparison to age and group,to investigate the prevalence of comorbidities among female patients with generalized osteoarthritis  in comparison to age and sex groups
8,74732,to identify clusters of comorbidities in both groups,to identify clusters of clusters comorbidities in both groups,to identify clusters of comorbidities in both groups
9,74733,an observational crosssectional study was conducted,an observational crosssectional study study study conducted,an observational crosssectional study was conducted
10,74734,consecutive female patients with hand and knee osteoarthritis according to the american college of rheumatology  classification criteria were invited to participate in the study,consecutive female patients with hand and knee osteoarthritis according to the american college of rheumatology classification classification according criteria were to participate in study,consecutive female patients with hand and knee osteoarthritis according to the american college of rheumatology classification criteria were eligible to participate in this study
11,74735,a control group of participants without musculoskeletal symptoms history or evidence of osteoarthritis or inflammatory rheumatic disease were also included,a control group of participants without musculoskeletal symptoms history or of evidence of of or inflammatory disease were also included,a control group of participants without musculoskeletal symptoms history or evidence of inflammatory bowel disease were also included
12,74736,cardiovascular obstructive pulmonary gastrointestinal endocrine neurological malignant diseases and depression were recorded in both groups,cardiovascular obstructive pulmonary gastrointestinal endocrine neurological diseases malignant neurological diseases malignant and depression were recorded both groups,cardiovascular obstructive pulmonary gastrointestinal endocrine neurological diseases malignant and depression were recorded in both groups
13,74737,in both study groups comorbidity cluster and factor analysis was performed,in both study groups comorbidity cluster and factor Washington performed,in both study groups comorbidity cluster and factor was performed
14,74738,the following comorbidities were observed adjusted to bonferroni correction with a significantly higher prevalence among individuals with  hypertension uterine leiomyoma gastroesophageal reflux disease diverticulosis upper gastrointestinal tract ulcers depression diseases with vertigo  and surgery due to otoclerosis,the following comorbidities cost watch align to bonferroni correction with adenine significantly higher prevalence among with individuals with hypertension reflux uterine leiomyoma higher gastroesophageal prevalence reflux disease prevalence diverticulosis upper gastrointestinal tract diseases with vertigo and surgery otoclerosis,the following comorbidities were observed according to bonferroni correction with a significantly higher prevalence among individuals with hypertension uterine leiomyoma gastroesophageal reflux disease diverticulosis upper gastrointestinal tract diseases with vertigo and surgery for otoclerosis
