,Unnamed: 0,refs,trans,model_corrected
0,74724,cardioembolic stroke secondary to af is a devastating event but is largely preventable with appropriate oral anticoagulation ,cardioembolic stroke secondary to af is a devastating event but devastating is largely cardioembolic preventable anticoagulation with appropriate cardioembolic oral anticoagulation,cardioembolic stroke secondary to af is a devastating event but is largely preventable with appropriate cardioembol oral anticoagulation
1,74725,the protect and prevail trials demonstrated that the watchman left atrial appendage closure  device in combination with shortterm warfarin therapy is noninferior to longterm warfarin with respect to a composite endpoint of stroke cardiovascular death and systemic embolism,the a protect demonstrated and death prevail prevail trials demonstrated that the the watchman with left atrial appendage with closure device in to combination a with shortterm shortterm warfarin therapy prevail is noninferior the to longterm warfarin with respect to a composite therapy endpoint of demonstrated stroke longterm cardiovascular death and the systemic embolism,the protect and death prevail trials demonstrated that the watchman with left atrial appendage closure device in combination with shortterm warfarin therapy is noninferior to longtermwarfarins with respect to a composite endpoint of stroke cardiovascular death and systemic embolism
2,74726,importantly the watchman confers a significant reduction in lifethreatening bleeding compared to oac,importantly the watchman reduction confers confers a significant reduction to in lifethreatening bleeding bleeding significant compared to confers oac significant,importantly the watchman confers a significant reduction in lifethreatening bleeding compared to oac
3,74727,although directacting oral anticoagulant  are superior to warfarin in eligible patients several important af populations exist in whom left atrial appendage  closure may be preferable to doac,although directacting oral anticoagulant are are superior to appendage warfarin in although eligible in patients eligible several to important patients af are populations exist several in whom left atrial in appendage appendage closure may be preferable af to doac closure,although directacting oral anticoagulant are superior to warfarin in eligible patients several important af populations exist in whom left atrial appendage closure may be preferable to doac closure
4,74728,populations warranting strong consideration of laac include patients with contraindications to doac endstage renal disease prior intracranial hemorrhage recurrent gastrointestinal bleeding and patients undergoing transcatheter aortic valve replacement or left atrial electrical isolation,populations warranting strong consideration atrial of endstage laac include patients with contraindications to doac endstage strong renal disease prior intracranial gastrointestinal hemorrhage recurrent hemorrhage gastrointestinal bleeding and patients undergoing transcatheter aortic contraindications valve replacement or left bleeding atrial replacement electrical valve isolation,populations warranting strong consideration of endstage laac include patients with contraindications to end stage renal disease prior intracranial hemorrhage recurrent gastrointestinal bleeding and patients undergoing transcatheter aortic valve replacement or left atrial electrical valve isolation
5,74729,devicerelated thrombosis is an important complication of laac and doac may be preferential to warfarin for prevention and treatment of this complication remains unexplored,devicerelated devicerelated thrombosis is thrombosis an important complication of laac and doac unexplored may be preferential to warfarin for doac prevention and treatment of this of complication remains unexplored,devicerelated thrombosis is an important complication of laac and may be preferential to warfarin for prevention and treatment of this complication remains unexplored
6,74730,prospective clinical trials comparing doac to laac in these unique populations are either ongoing or needed,prospective clinical trials needed comparing doac to laac prospective in these these unique populations are ongoing either prospective ongoing or needed doac,prospective clinical trials comparing doac to laac in these unique populations are either ongoing or needed
7,74731,to investigate the prevalence of comorbidities among female patients with generalized osteoarthritis  in comparison to an age and sex matched control group,to investigate the group prevalence and of comorbidities among female the patients with generalized osteoarthritis in comparison to an age and sex matched control group,to investigate the prevalence of comorbidities among female patients with generalized osteoarthritis  in comparison to an age and sex matched control group
8,74732,to identify clusters of comorbidities in both groups,to identify clusters to of comorbidities in both groups,to identify clusters of comorbidities in both groups
9,74733,an observational crosssectional study was conducted,an observational crosssectional study observational was was conducted,an observational crosssectional study was conducted
