0	0	0	8	0.0
0	0	0	9	0.0
0	0	0	3	0.0
0	0	0	12	0.0
0	0	0	6	0.0
0	0	0	5	0.0
1	0	1	16	0.11764705882352941
1	0	1	7	0.25
0	0	0	9	0.0
1	0	1	13	0.14285714285714285
1	0	0	13	0.07142857142857142
0	0	0	16	0.0
0	0	0	10	0.0
0	0	0	6	0.0
0	0	0	7	0.0
1	0	0	17	0.05555555555555555
1	0	0	10	0.09090909090909091
0	0	0	3	0.0
2	0	1	11	0.23076923076923078
0	0	0	9	0.0
0	0	0	9	0.0
1	0	1	6	0.2857142857142857
0	0	0	14	0.0
0	1	0	8	0.1111111111111111
0	0	0	14	0.0
1	0	0	8	0.1111111111111111
0	0	0	15	0.0
0	0	0	10	0.0
0	0	0	7	0.0
0	0	0	9	0.0
0	0	0	8	0.0
0	0	0	8	0.0
0	0	0	7	0.0
0	0	0	7	0.0
0	0	0	6	0.0
1	0	0	15	0.0625
1	0	0	10	0.09090909090909091
0	0	0	9	0.0
1	0	0	10	0.09090909090909091
0	0	0	11	0.0
0	0	0	16	0.0
0	0	0	22	0.0
0	0	0	3	0.0
0	0	0	6	0.0
0	0	0	18	0.0
0	1	0	9	0.1
0	0	0	8	0.0
0	0	0	11	0.0
1	1	0	9	0.18181818181818182
0	0	0	10	0.0
3	0	0	13	0.1875
1	0	0	13	0.07142857142857142
1	0	0	13	0.07142857142857142
1	1	0	18	0.1
0	0	0	21	0.0
0	0	0	10	0.0
0	0	0	4	0.0
0	0	0	6	0.0
0	0	0	5	0.0
0	1	0	4	0.2
0	0	1	11	0.09090909090909091
0	0	0	4	0.0
1	0	0	6	0.14285714285714285
1	0	0	8	0.1111111111111111
0	0	0	11	0.0
0	0	0	12	0.0
1	0	0	12	0.07692307692307693
0	0	0	6	0.0
0	0	0	9	0.0
1	1	0	19	0.09523809523809523
1	0	0	8	0.1111111111111111
1	0	1	7	0.25
0	0	0	21	0.0
1	0	1	13	0.14285714285714285
0	0	0	7	0.0
0	0	0	13	0.0
0	0	0	15	0.0
1	0	0	4	0.2
0	0	0	10	0.0
0	0	0	9	0.0
2	1	0	8	0.2727272727272727
0	0	0	11	0.0
0	0	0	8	0.0
1	1	0	16	0.1111111111111111
0	0	0	7	0.0
0	0	0	10	0.0
0	0	0	12	0.0
0	3	0	21	0.125
0	0	0	17	0.0
0	1	1	10	0.18181818181818182
0	0	0	8	0.0
0	0	0	14	0.0
0	0	0	7	0.0
1	2	0	9	0.25
0	0	0	11	0.0
0	0	0	2	0.0
0	0	0	14	0.0
1	0	1	10	0.18181818181818182
0	0	0	10	0.0
0	0	0	12	0.0
2	0	1	19	0.14285714285714285
0	0	0	7	0.0
1	0	0	13	0.07142857142857142
1	0	1	4	0.4
0	0	0	11	0.0
0	0	0	18	0.0
0	0	0	5	0.0
0	0	0	6	0.0
0	0	0	30	0.0
0	0	0	7	0.0
0	0	0	5	0.0
1	0	0	5	0.16666666666666666
0	0	0	4	0.0
0	0	0	10	0.0
0	0	0	11	0.0
1	0	0	10	0.09090909090909091
0	0	0	14	0.0
3	0	0	20	0.13043478260869565
0	0	0	10	0.0
0	0	0	11	0.0
0	0	0	10	0.0
0	0	0	12	0.0
0	0	0	14	0.0
0	0	0	7	0.0
1	0	0	21	0.045454545454545456
0	0	0	10	0.0
0	0	0	12	0.0
1	0	1	13	0.14285714285714285
0	0	0	12	0.0
0	0	0	4	0.0
0	0	0	10	0.0
0	0	0	6	0.0
1	0	0	8	0.1111111111111111
0	0	0	5	0.0
1	0	2	12	0.23076923076923078
0	0	0	3	0.0
0	0	0	11	0.0
0	0	0	9	0.0
0	0	0	12	0.0
0	0	0	14	0.0
0	0	0	3	0.0
0	0	0	22	0.0
0	0	0	7	0.0
0	0	0	11	0.0
0	0	0	6	0.0
1	0	0	8	0.1111111111111111
0	0	0	8	0.0
0	0	0	8	0.0
0	0	0	18	0.0
0	0	0	7	0.0
0	0	0	10	0.0
1	0	1	5	0.3333333333333333
0	0	0	9	0.0
0	0	0	11	0.0
0	0	0	7	0.0
0	0	0	4	0.0
1	0	0	19	0.05
0	0	0	9	0.0
0	0	0	11	0.0
0	0	0	9	0.0
0	0	0	5	0.0
0	0	0	9	0.0
0	0	0	7	0.0
1	1	0	21	0.08695652173913043
0	0	0	10	0.0
0	0	0	9	0.0
1	0	1	7	0.25
0	0	0	21	0.0
0	0	0	6	0.0
1	0	0	7	0.125
1	0	0	15	0.0625
1	0	1	6	0.2857142857142857
1	0	0	12	0.07692307692307693
0	0	0	6	0.0
0	0	0	7	0.0
0	0	0	6	0.0
0	0	0	7	0.0
0	0	0	6	0.0
0	0	0	9	0.0
1	0	1	5	0.3333333333333333
0	0	0	14	0.0
1	0	0	13	0.07142857142857142
0	0	0	6	0.0
0	0	0	11	0.0
0	0	0	14	0.0
0	0	0	16	0.0
1	0	0	9	0.1
0	0	0	22	0.0
0	0	0	11	0.0
0	0	0	4	0.0
0	0	0	8	0.0
0	0	0	10	0.0
0	0	0	13	0.0
0	0	0	7	0.0
0	0	0	4	0.0
1	0	0	13	0.07142857142857142
1	1	0	10	0.16666666666666666
0	0	0	13	0.0
1	0	1	1	1.0
0	0	0	18	0.0
1	0	1	22	0.08695652173913043
3	0	1	8	0.36363636363636365
0	0	0	12	0.0
0	0	0	14	0.0
0	0	0	24	0.0
0	0	0	7	0.0
0	0	0	11	0.0
1	1	0	16	0.1111111111111111
0	0	0	11	0.0
0	0	0	8	0.0
1	0	0	4	0.2
0	0	0	10	0.0
0	0	0	10	0.0
0	1	0	6	0.14285714285714285
0	1	0	16	0.058823529411764705
1	0	0	8	0.1111111111111111
0	0	0	4	0.0
1	0	0	10	0.09090909090909091
0	0	0	7	0.0
1	0	0	13	0.07142857142857142
0	0	0	12	0.0
0	0	0	6	0.0
2	0	1	19	0.14285714285714285
0	0	0	11	0.0
0	0	0	5	0.0
0	0	0	15	0.0
0	0	0	5	0.0
0	0	0	8	0.0
0	0	0	14	0.0
0	0	0	11	0.0
0	0	0	10	0.0
1	0	0	9	0.1
0	0	0	4	0.0
0	0	0	11	0.0
0	0	0	7	0.0
0	0	0	11	0.0
0	0	0	2	0.0
0	0	0	10	0.0
0	0	0	5	0.0
0	0	0	9	0.0
0	0	0	7	0.0
0	0	0	10	0.0
0	0	0	6	0.0
1	1	0	9	0.18181818181818182
1	0	0	11	0.08333333333333333
0	0	0	4	0.0
0	0	0	10	0.0
0	0	0	7	0.0
0	0	0	10	0.0
0	0	0	8	0.0
0	0	0	8	0.0
3	0	0	8	0.2727272727272727
0	0	0	7	0.0
1	0	0	18	0.05263157894736842
0	0	0	10	0.0
0	0	0	7	0.0
0	0	0	7	0.0
0	0	0	9	0.0
1	1	0	7	0.2222222222222222
0	0	0	13	0.0
0	0	0	8	0.0
0	0	0	2	0.0
0	0	0	21	0.0
0	0	0	8	0.0
1	0	0	6	0.14285714285714285
0	0	0	8	0.0
0	0	0	11	0.0
2	0	0	14	0.125
0	0	0	7	0.0
3	0	0	13	0.1875
0	0	0	15	0.0
1	0	0	12	0.07692307692307693
0	0	0	7	0.0
0	0	0	5	0.0
0	0	0	8	0.0
0	0	0	8	0.0
